actor_id,name_unified,source,Sher,Sher number,In Sher but not yet included,scottish
NV4580,"[Callin, John], merchant.",mikko_annotated,,,,
NV4815,"[Carbeth, Margaret Kincaid], Lady.",mikko_annotated,,,,
107045019,"[Collins, Samuel, -1793],",wikidata,,,,
NV11389,"[Forrest, David], of Gimmersmill.",mikko_annotated,,,,
NV11524,"[Fraser, Alexander, of Torbreck].",mikko_annotated,,,,
NV12795,"[Gibb, Andrew], of Dalkeith.",mikko_annotated,,,,
NV13218,"[Goodwin, Alexander].",mikko_annotated,,,,
NV13230,"[Goodwin, Katharine].",mikko_annotated,,,,
NV15174,"[Heron, Patrick, approximately 1735-1803].",mikko_annotated,,,,
NV15227,"[Hetherington, Richard], tenant in Bowhill.",mikko_annotated,,,,
NV15597,"[Home, Alexander].",mikko_annotated,,,,
NV18378,"[Lauder, Charles], writer in Edinburgh.",mikko_annotated,,,,
317273353,"[Lees, John, 1740-1807]",wikidata,,,,
NV19712,"[M'Kie, John, merchant in Stranrawer].",mikko_annotated,,,,
NV19838,"[MacDowall, William], of Castlesemple, Esq.",mikko_annotated,,,,
NV19982,"[MacNeil, Neil], of Rothesay.",mikko_annotated,,,,
NV_BH_X07945947X,"[Maul, Alexander].",mikko_annotated,,,,
NV21805,"[Murdoch, John], merchant in Glasgow.",mikko_annotated,,,,
NV23525,"[Omey, Samuel].",mikko_annotated,,,,
NV28654,"[Sinclair, John], of Mey, Sir, -1774.",mikko_annotated,,,,
57493453,"[Skirving, Adam, 1719-1803.]",wikidata,,,,
NV30199,"[Stewart, Daniel], grocer in Edinburgh.",mikko_annotated,,,,
NV32898,"[Watt, William], farmer at Tynefield.",mikko_annotated,,,,
58029632,"Abell, John, 1653?-approximately 1716.",wikidata,,,,
22002668,"Abercorn, James Hamilton, Earl of, 1712-1789.",mikko_annotated,,,,
6346179,"Abercrombie, Alexander, 1675-1753.",mikko_annotated,,,,
62678578,"Abercrombie, John, 1726-1806.",wikidata,,,,
51539896,"Abercromby, Alexander Abercromby, Lord, 1745-1795.",wikidata,,,,
54480855,"Abercromby, David, -1701 or 1702.",wikidata,,,,
16181635,"Abercromby, Patrick, 1656-1716?.",wikidata,,,,
5736544,"Abercromby, Ralph, Sir, 1734-1801.",wikidata,,,,
39807099,"Aberdeen, George Gordon, Earl of, 1722-1801.",mikko_annotated,,,,
237379786,"Abernethy-Drummond, William, 1719?-1809.",mikko_annotated,,,,
72805274,"Adair, James Makittrick, 1728-1802.",wikidata,,,,
39277932,"Adair, Thomas, 1749-1820.",mikko_annotated,,,,
10713178,"Adam, Alexander, 1741-1809.",wikidata,yes,1,,
78620919,"Adam, James, 1732-1794",wikidata,,,,
62975960,"Adam, John, 1720-1792.",wikidata,,,,
59122607,"Adam, Robert, 1728-1792.",wikidata,yes,2,,
45713784,"Adam, William, 1751-1839.",wikidata,,,,
18634944,"Adams, James, approximately 1677-1734.",mikko_annotated,,,,
8321061,"Adamson, Patrick, 1537-1592.",wikidata,,,,
304992074,"Aitchison, Thomas.",mikko_annotated,,,,
50639143,"Aitken, James, 1752-1777.",wikidata,,,,
41700155,"Aitken, Jane, 1764-1832,",wikidata,,,,
81403210,"Aitken, John, -1790.",edinburgh_first_manual_added,,,,?
72768102,"Aitken, John, 1745 or 1746-1831,",wikidata,,,,
18468007,"Aitken, Robert, 1735-1802,",wikidata,,,,
17125311,"Aiton, John.",mikko_annotated,,,,
37034399,"Aiton, William, 1731-1793.",wikidata,,,,
47502913,"Alesius, Alexander, 1500-1565,",wikidata,,,,
60463015,"Alexander, James, 1691-1756.",wikidata,,,,
53242966,"Alexander, William, -1783 November 17.",sher,yes,3,,
88060922,"Alexander, William, -1783.",sher,,,,
36818787,"Alison, Alexander, deputy-treasurer of Excise.",mikko_annotated,yes,4,,
14846310,"Alison, Archibald, 1757-1839.",wikidata,,,,
58661390,"Allan, David, 1744-1796.",wikidata,,,,
118858392,"Allardyce, Alexander, 1743?-1801.",wikidata,,,,
17561749,"Alston, Charles, 1683-1760.",wikidata,yes,5,,
71746451,"Alves, Robert, 1745-1794.",wikidata,,,,
44640384,"Anderson, Adam, 1692?-1765.",wikidata,,,,
26024736,"Anderson, George, 1676-1756.",mikko_annotated,,,,
66495584,"Anderson, James, 1662-1728.",wikidata,,,,
77099040,"Anderson, James, 1739-1808.",wikidata,yes,6,,
100237017,"Anderson, James, approximately 1680-1739.",wikidata,,,,
32795252,"Anderson, John, 1726-1796.",wikidata,yes,7,,
60598809,"Anderson, Patrick Jesuit. tr.",wikidata,,,,
2522459,"Anderson, Robert, 1750-1830.",wikidata,,,,
38065568,"Anderson, Walter, 1723-1800.",sher,yes,8,,
100838400,"Annandale, George Van den Bempdé, Marquis of, 1720-1792.",mikko_annotated,,,,
46611805,"Anstruther, Alexander, Sir, 1769-1819.",wikidata,,,,
19241456,"Anstruther, John, Sir, 1718-1799.",mikko_annotated,,,,
315534515,"Anstruther, John, Sir, 1753-1811.",mikko_annotated,,,,
77756812,"Anstruther, Robert, Sir, 1733-1818.",mikko_annotated,,,,
67653618,"Arbuthnot, Archibald (Merchant in Edinburgh)",mikko_annotated,,,,
51684915,"Arbuthnot, John, 1667-1735.",wikidata,,,,
34313763,"Arbuthnott, John Arbuthnott, Viscount, 1754-1800.",mikko_annotated,,,,
26929949,"Argyll, Archibald Campbell, Duke of, -1703.",wikidata,,,,
64945461,"Argyll, Archibald Campbell, Earl of, 1629-1685.",wikidata,,,,
43218622,"Argyll, John Campbell, Duke of, 1680-1743.",mikko_annotated,,,,
46611851,"Argyll, John Campbell, Duke of, approximately 1693-1770.",wikidata,,,,
59212872,"Armstrong, John, 1709-1779.",wikidata,,,,
51540139,"Arnay, Jean Rodolphe d'.",edinburgh_first_manual_added,,,,no
61389698,"Arniston, Robert Dundas, Lord, 1713-1787.",wikidata,,,,
11864620,"Arnot, Hugo, 1749-1786.",edinburgh_first_manual_added,yes,9,,
312895365,"Arthur, Michael, minister of the Gospel.",mikko_annotated,,,,
45730724,"Arthur, Robert, (Merchant)",mikko_annotated,,,,
53118499,"Atholl, Charlotte Murray, Duchess of, approximately 1730-1805.",wikidata,,,,
249099494,"Atholl, James Murray, Duke of, 1690-1764.",wikidata,,,,
18703711,"Atholl, John Murray, Duke of, 1755-1830.",wikidata,,,,
35927807,"Auchmuty, Robert, 1687-1750.",wikidata,,,,
47878370,"Aytoun, Robert, Sir, 1570-1638.",wikidata,,,,
58153707,"Baillie, George, surgeon in Edinburgh.",mikko_annotated,,,,
100370134,"Baillie, J. (John), -1743.",millar_manual,,,,
NV1980,"Baillie, James, Schoolmaster.",mikko_annotated,,,,
56750310,"Baillie, Joanna, 1762-1851.",wikidata,yes,10,,
47543063,"Baillie, Matthew, 1761-1823.",wikidata,yes,11,,
30601102,"Baillie, Robert, 1599-1662.",wikidata,,,,
76165957,"Baine, James, 1710-1790.",mikko_annotated,,,,
39227280,"Balcarres, James Lindsay, Earl of, 1691-1768.",mikko_annotated,,,,
50595158,"Balfour, Alexander, 1767-1829.",wikidata,,,,
66278920,"Balfour, Francis, active 1812.",mikko_annotated,,,,
32051268,"Balfour, J.",mikko_annotated,,,,
13374132,"Balfour, James, 1705-1795.",sher,yes,12,,
77379074,"Balfour, James, Sir, 1600-1657.",wikidata,,,,
22044748,"Ballantine, Katharine.",mikko_annotated,,,,
61412964,"Ballingall, David.",mikko_annotated,,,,
69275643,"Balnaves, Henry, -1579.",wikidata,,,,
44738920,"Bankton, Andrew MacDowall, Lord, 1685-1760.",mikko_annotated,,,,
306130681,"Bannatyne, James, 1673 or 1674-1756.",edinburgh_first_manual_added,,,,
59768975,"Bannerman, Anne, -1829.",wikidata,,,,
15832599,"Barclay, Captain (Robert), 1779-1854.",wikidata,,,,
68782645,"Barclay, James, rector of the grammar school at Dalkeith.",edinburgh_first_manual_added,,,,
59913032,"Barclay, John, 1734-1798.",wikidata,,,,
2515623,"Barclay, Robert, 1648-1690.",wikidata,,,,
49459344,"Barclay, William, 1546 or 1547-1608.",wikidata,,,,
53229125,"Barjarg, James Erskine, Lord, 1723-1796.",mikko_annotated,,,,
76357269,"Barnard, Anne Lindsay, Lady, 1750-1825.",wikidata,,,,
52793172,"Baron, Robert, 1593?-1639.",wikidata,,,,
7091,"Batteux, Charles, 1713-1780.",edinburgh_first_manual_added,,,,no
14847469,"Baxter, Andrew, 1686?-1750.",millar_manual,,,,
44151426,"Bayne, Alexander, -1737.",mikko_annotated,,,,
39731889,"Beatson, Robert, 1742-1818.",wikidata,,,,
100262518,"Beattie, James Hay.",wikidata,,,,
14766002,"Beattie, James, 1735-1803.",wikidata,yes,13,,
3628435,"Bell, Andrew, 1726-1809.",wikidata,,,,
73912098,"Bell, Andrew, 1753-1832.",wikidata,,,,
22922788,"Bell, Benjamin, 1749-1806.",wikidata,yes,14,,
2619993,"Bell, Charles, Sir, 1774-1842.",wikidata,,,,
50661736,"Bell, George Joseph, 1770-1843.",wikidata,,,,
246598089,"Bell, Hugh.",mikko_annotated,,,,
24713784,"Bell, John, 1691-1780.",wikidata,,,,
35199838,"Bell, John, 1763-1820.",wikidata,,,,
76369238,"Bell, John, approximately 1736-1806.",mikko_annotated,,,,
93144171,"Bellenden, John, approximately 1495-approximately 1548,",wikidata,,,,
32061393,"Bellenden, William, -1633?.",wikidata,,,,
101035944,"Bennet, George, 1750-1835.",wikidata,,,,
306130801,"Bethune, John, 1725-1774.",sher,yes,15,,
65413236,"Beveridge, John, 1703 or 1704-1767.",wikidata,,,,
62990787,"Binning, William, 1710-1791.",mikko_annotated,,,,
32387501,"Bisset, Charles, 1717-1791.",millar_manual,,,,
3893278,"Bisset, John, 1692-1756.",mikko_annotated,,,,
55594572,"Bisset, Thomas.",mikko_annotated,,,,
61680535,"Black, Joseph, 1728-1799.",mikko_annotated,yes,16,,
38329385,"Blackburn, Andrew.",mikko_annotated,,,,
76169600,"Blacklock, Thomas, 1721-1791.",wikidata,yes,17,,
148520938,"Blackwell, Alexander, -1747.",wikidata,,,,
3399581,"Blackwell, Thomas, 1701-1757.",wikidata,yes,18,,
51990482,"Blackwood, Adam, 1539-1613.",wikidata,,,,
56464708,"Blackwood, John, approximately 1698-1777.",wikidata,,,,
78684749,"Blair, Alexander, active 1738.",mikko_annotated,,,,
21217442,"Blair, Anna, -1775.",mikko_annotated,,,,
7295601,"Blair, Grizel.",mikko_annotated,,,,
54309971,"Blair, Hugh, 1718-1800.",wikidata,yes,19,,
21996685,"Blair, James, of Ardblair.",mikko_annotated,,,,
286211863,"Blair, Patrick, -1728.",wikidata,,,,
17077939,"Blair, Robert, -1828.",wikidata,,,,
39729766,"Blair, Robert, 1593-1666.",wikidata,,,,
35250279,"Blair, Robert, 1699-1746.",wikidata,,,,
11391140,"Blair, Robt. (Robert), 1741-1811.",wikidata,,,,
103087207,"Blair, Sir J. H.",wikidata,,,,
76717379,"Blair, Thomas, active 1736.",millar_manual,,,,
120694420,"Blane, Gilbert, Sir, 1749-1834.",wikidata,,,,
17337454,"Boece, Hector, 1465?-1536.",wikidata,,,,
14886819,"Bogue, David, 1750-1825.",wikidata,,,,
12161775,"Bonar, John, 1722-1761.",edinburgh_first_manual_added,,,,
284285083,"Boston, Thomas, 1677-1732.",wikidata,,,,
58931655,"Boston, Thomas, 1713-1767.",wikidata,,,,
24594887,"Boswell, Alexander, Sir, 1775-1822.",wikidata,,,,
64002337,"Boswell, James, 1740-1795.",wikidata,yes,20,,
235929427,"Boutcher, William.",edinburgh_first_manual_added,,,,?
50169773,"Bower, Archibald, 1686-1766.",wikidata,,,,
76304323,"Boyd, Robert, 1578-1627.",wikidata,,,,
20025417,"Boyd, Zacharie, 1585?-1653.",wikidata,,,,
100170776,"Boyer, Abel, 1667-1729.",mikko_annotated,,,,
4006695,"Boyle, David, 1772-1853.",wikidata,,,,
52045161,"Boyse, Samuel, 1708-1749.",edinburgh_first_manual_added,,,,no
4995705,"Brackenridge, H. H. (Hugh Henry), 1748-1816.",wikidata,,,,
50668539,"Braddock, Edward, 1695?-1755.",wikidata,,,,
9696749,"Braidwood, William, -1830.",mikko_annotated,,,,
60517466,"Braxfield, Robert Macqueen, Lord, 1722-1799.",wikidata,,,,
239054107,"Breadalbane, John Campbell, Earl of, 1662-1752.",mikko_annotated,,,,
9696875,"Brebner, Lilias.",mikko_annotated,,,,
181753873,"Brisbane, John, -1776?.",millar_manual,,,,
304992028,Britannicus.,millar_manual,,,,
61400184,"Brodie, Alexander, -1754.",wikidata,,,,
66320014,"Brodie, Alexander, -1770.",mikko_annotated,,,,
34302545,"Brodie, James, of Brodie, 1744-1824.",wikidata,,,,
35985864,"Brodie, Joseph.",mikko_annotated,,,,
4793795,"Brodie, William, -1805",mikko_annotated,,,,
61395804,"Brodie, William, 1741-1788.",wikidata,,,,
34592194,"Brougham and Vaux, Henry Brougham, Baron, 1778-1868.",wikidata,,,,
55541698,"Brown, Andrew, 1763-1834.",wikidata,,,,
6361303,"Brown, George, (Merchant)",mikko_annotated,,,,
51542894,"Brown, Gustavus, 1744-",wikidata,,,,
28155168,"Brown, John, 1610?-1679.",mikko_annotated,,,,
50618256,"Brown, John, 1722-1787.",wikidata,,,,
62342596,"Brown, John, 1735-1788.",wikidata,yes,21,,
31849996,"Brown, John, 1752-1787.",wikidata,,,,
12173365,"Brown, John, merchant in Glasgow.",mikko_annotated,,,,
51841475,"Brown, Thomas, 1778-1820.",wikidata,,,,
16300318,"Brown, William, 1748-1792.",wikidata,,,,
19532804,"Bruce, Alexander, M.D.",millar_manual,,,,
249099635,"Bruce, Archibald, 1746-1816.",mikko_annotated,,,,
32094803,"Bruce, James, 1730-1794.",wikidata,yes,22,,
100277021,"Bruce, John, 1745-1826.",sher,yes,23,,
306082496,"Bruce, Lewis.",millar_manual,,,,
45214936,"Bruce, Michael, 1746-1767.",wikidata,,,,
59886448,"Bruce, William, Sir, 1630-1710",wikidata,,,,
100215839,"Brydone, P. (Patrick), 1736-1818.",wikidata,yes,24,,
18059494,"Buccleuch, Anne Scott, Duchess of, 1651-1732.",wikidata,,,,
56170671,"Buccleuch, Henry Scott, Duke of, 1746-1812.",mikko_annotated,,,,
262817315,"Buchan, Alexander, -1730.",mikko_annotated,,,,
52062816,"Buchan, David Stewart Erskine, Earl of, 1742-1829.",sher,yes,39,,
33534300,"Buchan, Henry David Erskine, Earl of, 1710-1767.",mikko_annotated,,,,
58933730,"Buchan, Mary.",mikko_annotated,,,,
90630916,"Buchan, William, 1729-1805.",edinburgh_first_manual_added,yes,25,,
40805218,"Buchanan-Kincaid, John.",mikko_annotated,,,,
246074473,"Buchanan, Dugald, 1716-1768.",wikidata,,,,
9966168,"Buchanan, Francis Hamilton, 1762-1829.",wikidata,,,,
105874857,"Buchanan, George, 1506-1582.",wikidata,,,,
51542962,"Buchanan, George, merchant in Glasgow.",mikko_annotated,,,,
100370645,"Buchanan, James, active 1753-1773.",millar_manual,,,,
31842433,"Buchanan, John, Junior",mikko_annotated,,,,
25790229,"Burges, Mary Anne, 1763-1813.",wikidata,,,,
69834070,"Burgh, James, 1714-1775.",millar_manual,,,,
22151653,"Burnet, Gilbert, 1643-1715.",wikidata,,,,
43371757,"Burnett, John, 1764?-1810.",wikidata,,,,
32012434,"Burns, Robert, 1759-1796.",wikidata,yes,27,,
58045597,"Bushby, John, (Writer)",mikko_annotated,,,,
5724938,"Bute, John Stuart, Earl of, 1713-1792.",wikidata,,,,
48193146,"Caithness, Alexander Sinclair, Earl of, 1685?-1765.",mikko_annotated,,,,
306131838,"Caithness, Margaret Sinclair, Countess of, -1785.",mikko_annotated,,,,
4806076,"Caithness, William Sinclair, Earl of, 1727-1779.",mikko_annotated,,,,
348969,"Calderwood, David, 1575-1650.",wikidata,,,,
49569876,"Callander, John, -1789.",mikko_annotated,,,,
22043964,"Callendar, William.",mikko_annotated,,,,
22132777,"Callender, James Thomson, 1758-1803.",wikidata,,,,
22947255,"Cameron, Donald, 1695?-1748.",wikidata,,,,
47555859,"Cameron, John, 1579?-1625.",wikidata,,,,
40807427,"Cameron, Richard, 1655?-1680.",wikidata,,,,
12161907,"Cameron, William, 1751-1811.",mikko_annotated,,,,
13458806,"Campbell, Alexander, 1764-1824.",mikko_annotated,,,,
49082094,"Campbell, Archibald, -1753.",mikko_annotated,,,,
12390875,"Campbell, Archibald, 1691-1756.",millar_manual,,,,
100903333,"Campbell, Colen, 1676-1729.",wikidata,,,,
16787647,"Campbell, Colin, -1782.",mikko_annotated,,,,
306130820,"Campbell, Colin, of Killenallen.",mikko_annotated,,,,
26919329,"Campbell, Daniel, -1777.",mikko_annotated,,,,
37090599,"Campbell, Donald, 1751-1804.",wikidata,,,,
306131501,"Campbell, Duncan, of Glenure.",mikko_annotated,,,,
35991842,"Campbell, Duncan, Sir, -1765.",mikko_annotated,,,,
39426153,"Campbell, George, 1719-1796.",wikidata,yes,28,,
56488809,"Campbell, George, of Airies.",mikko_annotated,,,,
61423287,"Campbell, Gilbert, active 1761-1762.",mikko_annotated,,,,
35991130,"Campbell, Ilay, Sir, 1734-1823.",wikidata,,,,
NV4682,"Campbell, James, Sir, 1666-1752.",mikko_annotated,,,,
76169946,"Campbell, James, Sir, 1671 or 1672-1754.",mikko_annotated,,,,
51715359,"Campbell, John, 1708-1775.",wikidata,,,,
394144783081778121865,"Campbell, John, 1720?-1790.",wikidata,,,,
NV4696,"Campbell, John, of Cawdor.",mikko_annotated,,,,
29399637,"Campbell, John, of Ottar.",mikko_annotated,,,,
61410865,"Campbell, Robert, of Monzie.",mikko_annotated,,,,
55703321,"Campbell, Ronald.",mikko_annotated,,,,
39510901,"Campbell, Thomas, 1777-1844.",wikidata,,,,
107031944,"Carlyle, Alexander, 1722-1805.",wikidata,,,,
17083256,"Carmichael, John, of Skirling.",mikko_annotated,,,,
51544698,"Carnegie, James, of Finhaven.",mikko_annotated,,,,
78679630,"Carnegie, James, Sir, 1715-1765.",mikko_annotated,,,,
76170139,"Carr, George, 1705-1776.",edinburgh_first_manual_added,,,,
71245181,"Carre, John, of Cavers.",mikko_annotated,,,,
14625110,"Carstairs, James Bruce.",mikko_annotated,,,,
28432591,"Carstares, William, 1649-1715.",wikidata,,,,
7245558,"Cassillis, John Kennedy, Earl of, 1700-1759.",mikko_annotated,,,,
13752543,"Cathcart, Charles Schaw Cathcart, Lord, 1721-1776.",wikidata,,,,
4491277,"Chalmer, Andrew.",mikko_annotated,,,,
17089342,"Chalmers, Alexander, 1720-1798.",mikko_annotated,,,,
13390034,"Chalmers, Alexander, 1759-1834,",wikidata,,,,
32076090,"Chalmers, George, 1742-1825.",wikidata,yes,29,,
41718310,"Chalmers, John, -1800.",mikko_annotated,,,,
57560472,"Chapman, George, 1723-1806.",edinburgh_first_manual_added,,,,
53118468,"Charteris, Francis, 1675-1732.",wikidata,,,,
61399748,"Charteris, Francis, 1723-1808.",mikko_annotated,,,,
58936198,"Charters, Samuel, 1742-1825.",mikko_annotated,,,,
88056977,"Cheyne, George, 1671-1743.",wikidata,,,,
21998016,"Christie, Hugh, 1710-1774.",mikko_annotated,,,,
45730690,"Christie, Mr. (James), 1730-1803.",wikidata,,,,
62990773,"Cleghorn, Robert, 1755-1821.",wikidata,,,,
24137154,"Cleland, William, 1661?-1689.",wikidata,,,,
42624692,"Clerk, John, 1728-1812.",wikidata,,,,
39232542,"Cochran, Thomas.",mikko_annotated,,,,
66458725,"Cochrane, Alexander Forrester Inglis, Sir, 1758-1832.",wikidata,,,,
1435788,"Cockburn, Alexander, Sir, approximately 1720-1745.",mikko_annotated,,,,
5026298,"Cockburn, Henry Cockburn, Lord, 1779-1854.",wikidata,,,,
4787024,"Cockburn, John, approximately 1679-1758.",wikidata,,,,
54004759,"Cockburn, William, 1682-",millar_manual,,,,
9701244,"Cockburn, William, Sir, 1662-1751.",mikko_annotated,,,,
66549616,"Colden, Cadwallader, 1688-1776.",wikidata,,,,
58959190,"Colquhoun, James, Sir, 1714-1786.",mikko_annotated,,,,
10629985,"Colquhoun, Patrick, 1745-1820.",wikidata,,,,
66325230,"Colquhoun, William.",mikko_annotated,,,,
71247156,"Coltart, John, of Areeming.",mikko_annotated,,,,
306072904,"Colvill, Mr. (Robert), -1788.",mikko_annotated,,,,
9701620,"Colvill, Robert, of Ochiltree.",mikko_annotated,,,,
66520651,"Constable, Archibald",wikidata,,,,
47842805,"Cooper, Richard, approximately 1730-1820.",wikidata,,,,
NV7398,"Coulter, James, Merchant of Glasgow.",mikko_annotated,,,,
10186555,"Couper, Robert.",wikidata,,,,
39242950,"Covington, Alexander Lockhart, Lord, 1700-1782.",mikko_annotated,,,,
23230076,"Cowper, William, 1568-1619.",wikidata,,,,
46627483,"Craich, John.",mikko_annotated,,,,
38938189,"Craig, Campbell.",millar_manual,,,,
822636,"Craig, James, -1795.",wikidata,,,,
220095741,"Craig, James, 1669-1731.",edinburgh_first_manual_added,,,,
45236081,"Craig, John, -1731.",wikidata,,,,
26932869,"Craig, John, 1512?-1600.",wikidata,,,,
7256558,"Craig, William, Captain.",mikko_annotated,,,,
58937706,"Craik, Helen.",wikipedia_list,,,,
26922771,"Craik, James, 1730-1814",wikidata,,,,
63864332,"Craik, Jean.",mikko_annotated,,,,
56983313,"Craufurd, David, 1665-1726.",mikko_annotated,,,,
76438862,"Craufurd, Q. (Quintin), 1743-1819.",wikidata,,,,
26921174,"Crawford, George Lindsay-Crawford, Earl of, 1729-1781.",mikko_annotated,,,,
248868630,"Crawford, George Lindsay-Crawford, Earl of, 1758-1808.",mikko_annotated,,,,
75282729,"Crawford, William, 1676-1742.",mikko_annotated,,,,
73711014,"Crawfurd, Margaret.",mikko_annotated,,,,
49278054,"Creech, W.",mikko_annotated,,,,
62332198,"Crichton, Alexander, Sir, 1763-1856.",wikidata,,,,
66541308,"Crombie, Alexander, 1762?-1840?.",wikidata,,,,
63746882,"Crookshank, William, 1712?-1769.",millar_manual,,,,
17237181,"Cruden, Alexander, 1701-1770.",wikidata,,,,
72153215,"Cruickshank, William, 1745-1800.",wikidata,,,,
38332031,"Cullen, Francis Grant, Lord, 1658-1726.",wikidata,,,,
51806836,"Cullen, William, 1710-1790.",wikidata,yes,30,,
14647678,"Cuming, Patrick, 1695-1776.",edinburgh_first_manual_added,,,,
NV7821,"Cuming, Robert, shipmaster in Leith.",mikko_annotated,,,,
45240693,"Cumming, Alexander, 1733-1814.",wikidata,,,,
7240031,"Cumming, George, active 1740-1743.",mikko_annotated,,,,
58045566,"Cuninghame, John, active 1717-1740.",mikko_annotated,,,,
56467568,"Cunningham, Alexander, 1655?-1730.",wikidata,,,,
26965583,"Cunningham, Alexander, active 1765-1766",mikko_annotated,,,,
24507534,"Cunningham, William, manufacturer in Glasgow.",mikko_annotated,,,,
41697057,"Cunnynghame, Alexander, -1780.",mikko_annotated,,,,
61401476,"Cunynghame, David, Sir, 1700-1767.",mikko_annotated,,,,
79210694,"Currie, James, 1756-1805.",wikidata,,,,
61401482,"Currie, John, approximately 1679-1765.",mikko_annotated,,,,
46858430,"Dalgarno, George, 1626?-1687.",wikidata,,,,
41697171,"Dalgliesh, William, 1733-1807.",mikko_annotated,,,,
63093125,"Dalhousie, George Ramsay, Earl of, -1787.",mikko_annotated,,,,
6036691,"Dalhousie, George Ramsay, Earl of, 1770-1838.",wikidata,,,,
14795109,"Dalrymple, Alexander, 1737-1808.",wikidata,,,,
